UID	CMPD_ID	ISOMER_ID	CLUSTER_ID	ENERGY	INCHI_KEY	CANON_SMILES	ISO_SMILES
AD3CC00452914-I00-C00	AD3CC00452914	0	0	81.52691580832568	XCTLHQGUEQKAQS-UHFFFAOYSA-N	O=C(c1ccccc1)c1ccc(Nc2ccccc2)cc1	O=C(c1ccccc1)c1ccc(Nc2ccccc2)cc1
AD3CC00453190-I00-C02	AD3CC00453190	0	2	96.15914378056436	ZTCSEBJFMIAPGW-UHFFFAOYSA-N	Cc1cc(C(=O)c2ccccc2C)ccc1Nc1ccccc1N	Cc1cc(C(=O)c2ccccc2C)ccc1Nc1ccccc1N
AD3CC00459933-I00-C00	AD3CC00459933	0	0	25.14557975363044	XPWZPRGVSSXETH-UHFFFAOYSA-N	Clc1ccc(-c2ccc(-c3ccncc3)[nH]2)cc1	Clc1ccc(-c2ccc(-c3ccncc3)[nH]2)cc1
AD3CC00460013-I00-C00	AD3CC00460013	0	0	26.7905621802281	WOTBMMLGQCLKIC-UHFFFAOYSA-N	CC(C)c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1	CC(C)c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1
AD3CC00460118-I00-C00	AD3CC00460118	0	0	29.85090861068623	RRGXAHXPWSPEEU-UHFFFAOYSA-N	Fc1ccc(-c2cc[nH]c2-c2ccncc2)cc1	Fc1ccc(-c2cc[nH]c2-c2ccncc2)cc1
AD3CC00460527-I00-C00	AD3CC00460527	0	0	43.40427938980936	XUJSRSRKGLTVPA-UHFFFAOYSA-N	Clc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccncc3)[nH]2)cc1	Clc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccncc3)[nH]2)cc1
AD3CC00476946-I00-C00	AD3CC00476946	0	0	6.716037072780791	FCMPDTKSOYPNKV-UHFFFAOYSA-N	Cc1cccc(-c2nc(C3CCNCC3)[nH]c2-c2ccc3c(c2)n(C)c(=O)n3C)c1	Cc1cccc(-c2nc(C3CCNCC3)[nH]c2-c2ccc3c(c2)n(C)c(=O)n3C)c1
AD3CC00477709-I00-C00	AD3CC00477709	0	0	22.59502293009903	YYRSAUUXOGSUEV-UHFFFAOYSA-N	CCn1c(=O)n(CC)c2cc(-c3c[nH]nc3-c3ccccc3)ccc21	CCn1c(=O)n(CC)c2cc(-c3c[nH]nc3-c3ccccc3)ccc21
AD3CC00477801-I00-C01	AD3CC00477801	0	1	14.374991761193888	AUGQGSISRRQFMR-UHFFFAOYSA-N	Cn1c(=O)n(C)c2cc(-c3[nH]cnc3-c3ccccc3)ccc21	Cn1c(=O)n(C)c2cc(-c3[nH]cnc3-c3ccccc3)ccc21
AD3CC00493924-I00-C00	AD3CC00493924	0	0	50.08719628724907	SXEOYPSKYYAKGF-UHFFFAOYSA-N	Fc1ccc(-c2c(-c3ccnc(Oc4ccccc4)n3)nn3c2OCCC3)cc1	Fc1ccc(-c2c(-c3ccnc(Oc4ccccc4)n3)nn3c2OCCC3)cc1
